,court,court_description,title,full_name,gender,court_abbreviation,religion,party,nominator,race,date_of_birth,date_of_death,term_start,term_end
410,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Josef Wintrich,male,DEU,,Christian Social Union of Bavaria,,,1891-02-15T00:00:00Z,1958-10-19T00:00:00Z,1954-03-23T00:00:00Z,1958-10-19T00:00:00Z
411,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Karl Heck,male,DEU,,,,,1896-11-18T00:00:00Z,1997-06-02T00:00:00Z,1954-04-02T00:00:00Z,1965-02-09T00:00:00Z
412,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Hans Kutscher,male,DEU,,,,,1911-12-14T00:00:00Z,1993-08-24T00:00:00Z,1955-10-12T00:00:00Z,1956-08-31T00:00:00Z
413,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Hans Kutscher,male,DEU,,,,,1911-12-14T00:00:00Z,1993-08-24T00:00:00Z,1956-09-01T00:00:00Z,1970-10-25T00:00:00Z
414,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Hugo Berger,male,DEU,,,,,1897-09-24T00:00:00Z,1990-03-13T00:00:00Z,1959-01-08T00:00:00Z,1967-08-11T00:00:00Z
415,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Gebhard Müller,male,DEU,,Christian Democratic Union,,,1900-04-17T00:00:00Z,1990-08-07T00:00:00Z,1959-01-08T00:00:00Z,1971-12-08T00:00:00Z
416,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Gebhard Müller,male,DEU,,Centre Party,,,1900-04-17T00:00:00Z,1990-08-07T00:00:00Z,1959-01-08T00:00:00Z,1971-12-08T00:00:00Z
417,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Friedrich Wilhelm Wagner,male,DEU,,Social Democratic Party of Germany,,,1894-02-28T00:00:00Z,1971-03-17T00:00:00Z,1961-12-19T00:00:00Z,1967-10-18T00:00:00Z
418,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Karl Haager,male,DEU,,,,,1911-02-25T00:00:00Z,2008-07-03T00:00:00Z,1962-05-09T00:00:00Z,1979-05-07T00:00:00Z
419,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Gregor Geller,male,DEU,,,,,1903-07-08T00:00:00Z,1988-08-28T00:00:00Z,1963-09-01T00:00:00Z,1971-12-08T00:00:00Z
420,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Wiltraut Rupp-von Brünneck,female,DEU,,,,,1912-08-07T00:00:00Z,1977-08-18T00:00:00Z,1963-09-01T00:00:00Z,1977-08-18T00:00:00Z
421,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Werner Böhmer,male,DEU,,,,,1915-03-11T00:00:00Z,2014-06-11T00:00:00Z,1965-02-10T00:00:00Z,1983-07-05T00:00:00Z
422,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Wolfgang Zeidler,male,DEU,,Social Democratic Party of Germany,,,1924-09-02T00:00:00Z,1987-12-31T00:00:00Z,1967-08-11T00:00:00Z,1970-05-31T00:00:00Z
423,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Fabian von Schlabrendorff,male,DEU,,,,,1907-07-01T00:00:00Z,1980-09-03T00:00:00Z,1967-09-01T00:00:00Z,1975-11-07T00:00:00Z
424,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Hans Brox,male,DEU,,,,,1920-08-09T00:00:00Z,2009-06-08T00:00:00Z,1967-09-01T00:00:00Z,1975-11-07T00:00:00Z
425,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Walter Seuffert,male,DEU,,Social Democratic Party of Germany,,,1907-02-04T00:00:00Z,1989-12-28T00:00:00Z,1967-10-18T00:00:00Z,1975-11-07T00:00:00Z
426,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Hans-Justus Rinck,male,DEU,,,,,1918-09-05T00:00:00Z,1995-08-13T00:00:00Z,1968-12-20T00:00:00Z,1986-10-08T00:00:00Z
427,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Helmut Simon,male,DEU,,,,,1922-01-01T00:00:00Z,2013-09-26T00:00:00Z,1970-06-15T00:00:00Z,1987-11-16T00:00:00Z
428,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Walter Rudi Wand,male,DEU,,,,,1928-09-07T00:00:00Z,1985-06-29T00:00:00Z,1970-10-26T00:00:00Z,1983-12-20T00:00:00Z
429,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Martin Hirsch,male,DEU,,Social Democratic Party of Germany,,,1913-01-06T00:00:00Z,1992-04-12T00:00:00Z,1971-12-08T00:00:00Z,1981-07-06T00:00:00Z
430,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Hans Joachim Faller,male,DEU,,,,,1915-05-17T00:00:00Z,2006-09-09T00:00:00Z,1971-12-08T00:00:00Z,1983-07-19T00:00:00Z
431,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Ernst Benda,male,DEU,Protestantism,Christian Democratic Union,,,1925-01-15T00:00:00Z,2009-03-02T00:00:00Z,1971-12-08T00:00:00Z,1983-12-20T00:00:00Z
432,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Joachim Rottmann,male,DEU,,,,,1925-10-22T00:00:00Z,2014-11-11T00:00:00Z,1971-12-08T00:00:00Z,1983-12-20T00:00:00Z
433,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Konrad Hesse,male,DEU,,,,,1919-01-21T00:00:00Z,2005-03-15T00:00:00Z,1975-11-07T00:00:00Z,1987-07-16T00:00:00Z
434,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Konrad Hesse,male,DEU,,,,,1919-01-29T00:00:00Z,2005-03-15T00:00:00Z,1975-11-07T00:00:00Z,1987-07-16T00:00:00Z
435,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Helmut Steinberger,male,DEU,,,,,1931-12-18T00:00:00Z,2014-07-06T00:00:00Z,1975-11-07T00:00:00Z,1987-11-16T00:00:00Z
436,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Wolfgang Zeidler,male,DEU,,Social Democratic Party of Germany,,,1924-09-02T00:00:00Z,1987-12-31T00:00:00Z,1975-11-07T00:00:00Z,1987-11-16T00:00:00Z
437,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Dietrich Katzenstein,male,DEU,,Christian Democratic Union,,,1923-03-19T00:00:00Z,2008-09-10T00:00:00Z,1975-11-07T00:00:00Z,1987-11-16T00:00:00Z
438,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Engelbert Niebler,male,DEU,,,,,1921-08-13T00:00:00Z,2006-06-29T00:00:00Z,1975-11-07T00:00:00Z,1987-11-16T00:00:00Z
439,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Ernst Träger,male,DEU,,,,,1926-01-29T00:00:00Z,2015-01-25T00:00:00Z,1977-11-02T00:00:00Z,1989-11-28T00:00:00Z
440,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Gisela Niemeyer,female,DEU,,Social Democratic Party of Germany,,,1923-09-25T00:00:00Z,2012-02-07T00:00:00Z,1977-11-02T00:00:00Z,1989-11-28T00:00:00Z
441,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Hermann Heußner,male,DEU,,,,,1926-03-02T00:00:00Z,1996-06-18T00:00:00Z,1979-05-07T00:00:00Z,1989-06-15T00:00:00Z
442,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Ernst Gottfried Mahrenholz,male,DEU,,Social Democratic Party of Germany,,,1929-06-19T00:00:00Z,2021-01-28T00:00:00Z,1981-07-06T00:00:00Z,1994-03-24T00:00:00Z
443,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Franz Niedermaier,male,DEU,,,,,1925-05-13T00:00:00Z,1986-04-05T00:00:00Z,1983-07-05T00:00:00Z,1986-04-05T00:00:00Z
444,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Johann Friedrich Henschel,male,DEU,,Free Democratic Party,,,1931-06-10T00:00:00Z,2007-03-19T00:00:00Z,1983-07-19T00:00:00Z,1995-10-13T00:00:00Z
445,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Roman Herzog,male,DEU,Evangelical Church in Germany,Christian Democratic Union,,,1934-04-05T00:00:00Z,2017-01-10T00:00:00Z,1983-12-20T00:00:00Z,1994-06-30T00:00:00Z
446,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Ernst-Wolfgang Böckenförde,male,DEU,Catholicism,Social Democratic Party of Germany,,,1930-09-19T00:00:00Z,2019-02-24T00:00:00Z,1983-12-20T00:00:00Z,1996-05-03T00:00:00Z
447,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Hans Hugo Klein,male,DEU,,Christian Democratic Union,,,1936-08-05T00:00:00Z,,1983-12-20T00:00:00Z,1996-05-03T00:00:00Z
448,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Otto Seidl,male,DEU,,,,,1931-12-11T00:00:00Z,,1986-06-10T00:00:00Z,1998-02-27T00:00:00Z
449,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Karin Graßhof,female,DEU,,,,,1937-06-25T00:00:00Z,,1986-10-08T00:00:00Z,1998-10-15T00:00:00Z
450,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Dieter Grimm,male,DEU,,,,,1937-05-11T00:00:00Z,,1987-07-16T00:00:00Z,1999-12-16T00:00:00Z
451,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Everhardt Franßen,male,DEU,,Social Democratic Party of Germany,,,1937-10-01T00:00:00Z,,1987-11-16T00:00:00Z,1991-06-30T00:00:00Z
452,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Thomas Dieterich,male,DEU,,,,,1934-06-19T00:00:00Z,2016-05-06T00:00:00Z,1987-11-16T00:00:00Z,1994-02-04T00:00:00Z
453,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Alfred Söllner,male,DEU,,Christian Democratic Union,,,1930-02-05T00:00:00Z,2005-11-09T00:00:00Z,1987-11-16T00:00:00Z,1995-10-13T00:00:00Z
454,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Konrad Kruis,male,DEU,,,,,1930-05-11T00:00:00Z,,1987-11-16T00:00:00Z,1998-09-28T00:00:00Z
455,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Paul Kirchhof,male,DEU,,Christian Democratic Union,,,1943-02-21T00:00:00Z,,1987-11-16T00:00:00Z,1999-12-16T00:00:00Z
456,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Jürgen Kühling,male,DEU,,Social Democratic Party of Germany,,,1934-04-27T00:00:00Z,2019-12-16T00:00:00Z,1989-07-12T00:00:00Z,2001-01-23T00:00:00Z
457,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Helga Seibert,female,DEU,,,,,1939-01-07T00:00:00Z,1999-04-12T00:00:00Z,1989-11-28T00:00:00Z,1998-09-28T00:00:00Z
458,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Klaus Winter,male,DEU,,,,,1936-05-29T00:00:00Z,2000-10-10T00:00:00Z,1989-11-28T00:00:00Z,2000-10-10T00:00:00Z
459,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Bertold Sommer,male,DEU,,,,,1937-09-13T00:00:00Z,,1991-07-12T00:00:00Z,2003-07-31T00:00:00Z
460,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Jutta Limbach,female,DEU,,Social Democratic Party of Germany,,,1934-03-27T00:00:00Z,2016-09-10T00:00:00Z,1994-03-24T00:00:00Z,2002-04-10T00:00:00Z
461,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Renate Jaeger,female,DEU,,,,,1940-12-30T00:00:00Z,,1994-03-24T00:00:00Z,2004-10-31T00:00:00Z
462,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Evelyn Haas,female,DEU,,,,,1949-04-07T00:00:00Z,,1994-09-14T00:00:00Z,2006-10-02T00:00:00Z
463,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Dieter Hömig,male,DEU,,,,,1938-03-15T00:00:00Z,2016-10-18T00:00:00Z,1995-10-13T00:00:00Z,2006-04-25T00:00:00Z
464,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Udo Steiner,male,DEU,,,,,1939-09-16T00:00:00Z,,1995-10-13T00:00:00Z,2007-10-01T00:00:00Z
465,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Hans-Joachim Jentsch,male,DEU,,Christian Democratic Union,,,1937-09-20T00:00:00Z,2021-03-28T00:00:00Z,1996-05-03T00:00:00Z,2005-09-28T00:00:00Z
466,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Winfried Hassemer,male,DEU,,,,,1940-02-17T00:00:00Z,2014-01-09T00:00:00Z,1996-05-03T00:00:00Z,2008-05-07T00:00:00Z
467,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Hans-Jürgen Papier,male,DEU,,Christian Social Union of Bavaria,,,1943-07-06T00:00:00Z,,1998-02-27T00:00:00Z,2010-03-16T00:00:00Z
468,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Siegfried Broß,male,DEU,,,,,1946-07-18T00:00:00Z,,1998-09-28T00:00:00Z,2010-11-16T00:00:00Z
469,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Lerke Osterloh,female,DEU,,,,,1944-09-29T00:00:00Z,,1998-10-15T00:00:00Z,2010-11-16T00:00:00Z
470,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Christine Hohmann-Dennhardt,female,DEU,,Social Democratic Party of Germany,,,1950-04-30T00:00:00Z,,1999-01-11T00:00:00Z,2011-02-02T00:00:00Z
471,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Wolfgang Hoffmann-Riem,male,DEU,,,,,1940-03-04T00:00:00Z,,1999-12-16T00:00:00Z,2008-04-02T00:00:00Z
472,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Udo Di Fabio,male,DEU,,,,,1954-03-26T00:00:00Z,,1999-12-16T00:00:00Z,2011-12-19T00:00:00Z
473,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Brun-Otto Bryde,male,DEU,,,,,1943-01-12T00:00:00Z,,2001-01-23T00:00:00Z,2011-02-02T00:00:00Z
474,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Rudolf Mellinghoff,male,DEU,,,,,1954-11-25T00:00:00Z,,2001-01-23T00:00:00Z,2011-10-31T00:00:00Z
475,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Gertrude Lübbe-Wolff,female,DEU,,,,,1953-01-31T00:00:00Z,,2002-04-10T00:00:00Z,2014-06-02T00:00:00Z
476,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Michael Gerhardt,male,DEU,,,,,1948-04-02T00:00:00Z,,2003-07-31T00:00:00Z,2014-07-15T00:00:00Z
477,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Reinhard Gaier,male,DEU,,,,,1954-04-03T00:00:00Z,,2004-11-01T00:00:00Z,2016-11-08T00:00:00Z
478,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Herbert Landau,male,DEU,,,,,1948-04-26T00:00:00Z,,2005-07-20T00:00:00Z,2016-07-20T00:00:00Z
479,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Michael Eichberger,male,DEU,,,,,1953-06-23T00:00:00Z,,2006-04-25T00:00:00Z,2018-04-24T00:00:00Z
480,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Wilhelm Schluckebier,male,DEU,,Christian Democratic Union,,,1949-11-03T00:00:00Z,,2006-10-02T00:00:00Z,2017-11-30T00:00:00Z
481,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Ferdinand Kirchhof,male,DEU,,,,,1950-06-21T00:00:00Z,,2007-10-01T00:00:00Z,2018-06-30T00:00:00Z
482,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Johannes Masing,male,DEU,,,,,1959-01-09T00:00:00Z,,2008-04-02T00:00:00Z,2020-07-10T00:00:00Z
483,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Andreas Voßkuhle,male,DEU,,,,,1963-12-21T00:00:00Z,,2008-05-07T00:00:00Z,2020-06-22T00:00:00Z
484,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Andreas Paulus,male,DEU,,Free Democratic Party,,,1968-08-30T00:00:00Z,,2010-03-16T00:00:00Z,2022-03-15T00:00:00Z
485,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Monika Hermanns,female,DEU,,,,,1959-03-06T00:00:00Z,,2010-11-16T00:00:00Z,2022-11-15T00:00:00Z
486,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Peter M. Huber,male,DEU,,Christian Democratic Union,,,1959-01-21T00:00:00Z,,2010-11-16T00:00:00Z,2022-11-15T00:00:00Z
487,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Peter M. Huber,male,DEU,,Christian Social Union of Bavaria,,,1959-01-21T00:00:00Z,,2010-11-16T00:00:00Z,2022-11-15T00:00:00Z
488,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Susanne Baer,female,DEU,,,,,1964-02-16T00:00:00Z,,2011-02-02T00:00:00Z,2023-02-01T00:00:00Z
489,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Gabriele Britz,female,DEU,,,,,1968-10-01T00:00:00Z,,2011-02-02T00:00:00Z,2023-02-01T00:00:00Z
490,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Peter Müller,male,DEU,,Christian Democratic Union,,,1955-09-25T00:00:00Z,,2011-12-19T00:00:00Z,2023-09-30T00:00:00Z
491,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Sibylle Kessal-Wulf,female,DEU,,,,,1958-11-25T00:00:00Z,,2011-12-19T00:00:00Z,2023-12-18T00:00:00Z
492,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Doris König,female,DEU,,,,,1957-06-25T00:00:00Z,,2014-06-02T00:00:00Z,2025-06-30T00:00:00Z
493,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Ulrich Maidowski,male,DEU,,,,,1958-10-13T00:00:00Z,,2014-07-15T00:00:00Z,2026-07-14T00:00:00Z
494,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Christine Langenfeld,female,DEU,,,,,1962-08-16T00:00:00Z,,2016-07-20T00:00:00Z,2028-07-19T00:00:00Z
495,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Yvonne Ott,female,DEU,,,,,1963-05-25T00:00:00Z,,2016-11-08T00:00:00Z,2028-11-07T00:00:00Z
496,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Stephan Harbarth,male,DEU,Catholic Church,Christian Democratic Union,,,1971-12-19T00:00:00Z,,2018-11-30T00:00:00Z,2030-11-29T00:00:00Z
497,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Astrid Wallrabenstein,female,DEU,,,,,1969-01-01T00:00:00Z,,2020-06-22T00:00:00Z,2032-06-21T00:00:00Z
498,Germany,Federal Constitutional Court,judge at the Federal Constitutional Court of Germany,Ines Härtel,female,DEU,,,,,1972-01-01T00:00:00Z,,2020-07-10T00:00:00Z,
499,India,Supreme Court of India,Chief Justice of India,Harilal Jekisundas Kania,male,IND,,,,,1890-11-03T00:00:00Z,1951-11-06T00:00:00Z,1950-01-26T00:00:00Z,1951-11-06T00:00:00Z
500,India,Supreme Court of India,judge of the Supreme Court of India,Fazal Ali,male,IND,Islam,,,,1886-09-19T00:00:00Z,1959-08-22T00:00:00Z,1950-01-26T00:00:00Z,1952-05-30T00:00:00Z
501,India,Supreme Court of India,judge of the Supreme Court of India,Vivian Bose,male,IND,,,,,1891-06-09T00:00:00Z,1983-11-29T00:00:00Z,1951-03-05T00:00:00Z,1956-06-09T00:00:00Z
502,India,Supreme Court of India,Chief Justice of India,Mandakolathur Patanjali Sastri,male,IND,,,,,1889-01-04T00:00:00Z,1963-03-16T00:00:00Z,1951-11-07T00:00:00Z,1954-01-03T00:00:00Z
503,India,Supreme Court of India,Chief Justice of India,Mehr Chand Mahajan,male,IND,,Indian National Congress,,,1889-12-23T00:00:00Z,1967-01-01T00:00:00Z,1954-01-04T00:00:00Z,1954-12-22T00:00:00Z
504,India,Supreme Court of India,Chief Justice of India,Bijan Kumar Mukherjea,male,IND,,,,,1891-08-15T00:00:00Z,1956-02-01T00:00:00Z,1954-12-23T00:00:00Z,1956-01-31T00:00:00Z
505,India,Supreme Court of India,Chief Justice of India,Sudhi Ranjan Das,male,IND,Hinduism,,,,1894-10-01T00:00:00Z,1977-09-18T00:00:00Z,1956-02-01T00:00:00Z,1959-09-30T00:00:00Z
506,India,Supreme Court of India,Chief Justice of India,Bhuvaneshwar Prasad Sinha,male,IND,,,,,1899-02-01T00:00:00Z,1986-11-12T00:00:00Z,1959-10-01T00:00:00Z,1964-01-31T00:00:00Z
507,India,Supreme Court of India,Chief Justice of India,Pralhad Balacharya Gajendragadkar,male,IND,,,,,1901-03-16T00:00:00Z,1981-06-12T00:00:00Z,1964-02-01T00:00:00Z,1966-03-15T00:00:00Z
508,India,Supreme Court of India,Chief Justice of India,Amal Kumar Sarkar,male,IND,,,,,1901-06-29T00:00:00Z,,1966-03-16T00:00:00Z,1966-06-29T00:00:00Z
509,India,Supreme Court of India,Chief Justice of India,Koka Subba Rao,male,IND,,,,,1902-07-15T00:00:00Z,1976-05-06T00:00:00Z,1966-06-30T00:00:00Z,1967-04-11T00:00:00Z
510,India,Supreme Court of India,judge of the Supreme Court of India,Vashishtha Bhargava,male,IND,,,,,1906-02-05T00:00:00Z,,1966-08-08T00:00:00Z,1971-02-04T00:00:00Z
511,India,Supreme Court of India,Chief Justice of India,Kailas Nath Wanchoo,male,IND,,,,,1903-02-25T00:00:00Z,http://www.wikidata.org/.well-known/genid/6c57bf5c6eccc48aa4d5f5131f75b330,1967-04-12T00:00:00Z,1968-02-24T00:00:00Z
512,India,Supreme Court of India,judge of the Supreme Court of India,K. S. Hegde,male,IND,,Bharatiya Janata Party,,,1909-06-11T00:00:00Z,1990-05-24T00:00:00Z,1967-07-17T00:00:00Z,1973-04-30T00:00:00Z
513,India,Supreme Court of India,Chief Justice of India,Mohammad Hidayatullah,male,IND,Islam,,,,1905-12-17T00:00:00Z,1992-09-18T00:00:00Z,1968-02-25T00:00:00Z,1970-12-16T00:00:00Z
514,India,Supreme Court of India,Chief Justice of India,Jayantilal Chhotalal Shah,male,IND,,,,,1906-01-22T00:00:00Z,1991-01-04T00:00:00Z,1970-12-17T00:00:00Z,1971-01-21T00:00:00Z
515,India,Supreme Court of India,Chief Justice of India,Sarv Mittra Sikri,male,IND,,,,,1908-04-26T00:00:00Z,1992-09-24T00:00:00Z,1971-01-22T00:00:00Z,1973-04-25T00:00:00Z
516,India,Supreme Court of India,judge of the Supreme Court of India,Subimal Chandra Roy,male,IND,,,,,1912-01-01T00:00:00Z,1971-01-01T00:00:00Z,1971-06-19T00:00:00Z,1971-11-12T00:00:00Z
517,India,Supreme Court of India,judge of the Supreme Court of India,Hans Raj Khanna,male,IND,,,,,1912-07-03T00:00:00Z,2008-02-25T00:00:00Z,1971-09-22T00:00:00Z,1977-03-11T00:00:00Z
518,India,Supreme Court of India,judge of the Supreme Court of India,K. K. Mathew,male,IND,,,,,1911-01-03T00:00:00Z,1992-05-02T00:00:00Z,1971-10-04T00:00:00Z,1976-01-02T00:00:00Z
519,India,Supreme Court of India,Chief Justice of India,Ajit Nath Ray,male,IND,,,,,1912-01-29T00:00:00Z,2010-12-25T00:00:00Z,1973-04-26T00:00:00Z,1977-01-27T00:00:00Z
520,India,Supreme Court of India,judge of the Supreme Court of India,Parbati Kumar Goswami,male,IND,,,,,1913-01-01T00:00:00Z,,1973-09-10T00:00:00Z,1977-12-31T00:00:00Z
521,India,Supreme Court of India,judge of the Supreme Court of India,Alak Chandra Gupta,male,IND,,,,,1917-01-01T00:00:00Z,,1974-09-02T00:00:00Z,1981-12-31T00:00:00Z
522,India,Supreme Court of India,judge of the Supreme Court of India,Syed Murtaza Fazl Ali,male,IND,Islam,,,,1920-12-20T00:00:00Z,1985-08-20T00:00:00Z,1975-04-02T00:00:00Z,1985-08-20T00:00:00Z
523,India,Supreme Court of India,Chief Justice of India,Mirza Hameedullah Beg,male,IND,Islam,,,,1913-02-22T00:00:00Z,1988-11-19T00:00:00Z,1977-01-29T00:00:00Z,1978-02-21T00:00:00Z
524,India,Supreme Court of India,Chief Justice of India,Yeshwant Vishnu Chandrachud,male,IND,,,,,1920-07-12T00:00:00Z,2008-07-14T00:00:00Z,1978-02-22T00:00:00Z,1985-07-11T00:00:00Z
525,India,Supreme Court of India,judge of the Supreme Court of India,Ananda Prakash Sen,male,IND,,,,,1923-01-01T00:00:00Z,,1978-07-17T00:00:00Z,1988-09-19T00:00:00Z
526,India,Supreme Court of India,judge of the Supreme Court of India,Baharul Islam,male,IND,,,,,1918-03-01T00:00:00Z,1993-02-05T00:00:00Z,1980-12-04T00:00:00Z,1983-01-12T00:00:00Z
527,India,Supreme Court of India,judge of the Supreme Court of India,Dinshah Pirosha Madon,male,IND,,,,,1921-04-07T00:00:00Z,,1983-03-15T00:00:00Z,1986-04-06T00:00:00Z
528,India,Supreme Court of India,judge of the Supreme Court of India,Manharlal Pranlal Thakkar,male,IND,,,,,1923-11-04T00:00:00Z,,1983-03-15T00:00:00Z,1988-11-03T00:00:00Z
529,India,Supreme Court of India,judge of the Supreme Court of India,Vazhakkulangarayil Khalid,male,IND,,,,,1922-07-01T00:00:00Z,2017-11-15T00:00:00Z,1984-06-25T00:00:00Z,1987-06-30T00:00:00Z
530,India,Supreme Court of India,Chief Justice of India,Prafullachandra Natwarlal Bhagwati,male,IND,,,,,1921-12-21T00:00:00Z,2017-06-15T00:00:00Z,1985-07-12T00:00:00Z,1986-12-20T00:00:00Z
531,India,Supreme Court of India,judge of the Supreme Court of India,Goverdhan Lal Oza,male,IND,,,,,1924-01-01T00:00:00Z,,1985-10-29T00:00:00Z,1989-12-11T00:00:00Z
532,India,Supreme Court of India,Chief Justice of India,Raghunandan Swarup Pathak,male,IND,,,,,1924-11-25T00:00:00Z,2007-11-17T00:00:00Z,1986-12-21T00:00:00Z,1989-06-18T00:00:00Z
533,India,Supreme Court of India,judge of the Supreme Court of India,Narayan Dutta Ojha,male,IND,,,,,1926-01-19T00:00:00Z,,1988-01-18T00:00:00Z,1991-01-18T00:00:00Z
534,India,Supreme Court of India,judge of the Supreme Court of India,Kuldip Singh,male,IND,,,,,1932-01-01T00:00:00Z,,1988-12-14T00:00:00Z,1996-12-21T00:00:00Z
535,India,Supreme Court of India,Chief Justice of India,Engalaguppe Seetharamiah Venkataramiah,male,IND,,,,,1924-12-18T00:00:00Z,1997-09-24T00:00:00Z,1989-06-19T00:00:00Z,1989-12-17T00:00:00Z
